Data/Folder/File, TRUE label, CLASSIFIED label
('data/071/000', 'spam') spam
('data/085/071', 'spam') spam
('data/085/072', 'ham') ham
('data/085/073', 'ham') ham
('data/085/074', 'ham') ham
('data/085/075', 'spam') spam
('data/085/076', 'spam') spam
('data/085/077', 'spam') spam
('data/085/078', 'spam') spam
('data/085/079', 'spam') spam
('data/085/080', 'spam') spam
('data/085/081', 'spam') spam
('data/085/082', 'spam') spam
('data/085/083', 'spam') spam
('data/085/084', 'spam') spam
('data/085/085', 'spam') spam
('data/085/086', 'ham') ham
('data/085/087', 'ham') ham
('data/085/088', 'ham') ham
('data/085/089', 'spam') spam
('data/085/090', 'spam') spam
('data/085/091', 'spam') spam
('data/085/092', 'spam') spam
('data/085/093', 'spam') spam
('data/085/094', 'spam') spam
('data/085/095', 'spam') spam
('data/085/096', 'ham') ham
('data/085/097', 'spam') spam
('data/085/098', 'spam') spam
('data/085/099', 'ham') ham
('data/085/100', 'ham') ham
('data/085/101', 'ham') ham
('data/085/102', 'spam') spam
('data/085/103', 'spam') spam
('data/085/104', 'spam') spam
('data/085/105', 'ham') ham
('data/085/106', 'spam') spam
('data/085/107', 'spam') spam
('data/085/108', 'spam') ham
('data/085/109', 'ham') ham
('data/085/110', 'ham') ham
('data/085/111', 'ham') ham
('data/085/112', 'spam') spam
('data/085/113', 'spam') spam
('data/085/114', 'spam') spam
('data/085/115', 'spam') spam
('data/085/116', 'spam') spam
('data/085/117', 'spam') spam
('data/085/118', 'spam') spam
('data/085/119', 'ham') ham
('data/085/120', 'spam') spam
('data/085/121', 'spam') spam
('data/085/122', 'spam') spam
('data/085/123', 'spam') spam
('data/085/124', 'spam') spam
('data/085/125', 'spam') spam
('data/085/126', 'ham') ham
('data/085/127', 'ham') ham
('data/085/128', 'ham') spam
('data/085/129', 'ham') ham
('data/085/130', 'ham') ham
('data/085/131', 'ham') ham
('data/085/132', 'ham') ham
('data/085/133', 'ham') spam
('data/085/134', 'spam') spam
('data/085/135', 'ham') ham
('data/085/136', 'ham') ham
('data/085/137', 'ham') spam
('data/085/138', 'ham') spam
('data/085/139', 'spam') spam
('data/085/140', 'ham') ham
('data/085/141', 'spam') ham
('data/085/142', 'ham') ham
('data/085/143', 'ham') ham
('data/085/144', 'ham') ham
('data/085/145', 'spam') spam
('data/085/146', 'spam') spam
('data/085/147', 'ham') ham
('data/085/148', 'ham') ham
('data/085/149', 'spam') spam
('data/085/150', 'spam') spam
('data/085/151', 'ham') ham
('data/085/152', 'spam') spam
('data/085/153', 'spam') spam
('data/085/154', 'spam') spam
('data/085/155', 'spam') spam
('data/085/156', 'spam') spam
('data/085/157', 'spam') spam
('data/085/158', 'ham') ham
('data/085/159', 'spam') spam
('data/085/160', 'spam') ham
('data/085/161', 'spam') spam
('data/085/162', 'spam') spam
('data/085/163', 'spam') spam
('data/085/164', 'spam') spam
('data/085/165', 'spam') spam
('data/085/166', 'spam') spam
('data/085/167', 'spam') spam
('data/085/168', 'spam') spam
('data/085/169', 'spam') spam
('data/085/170', 'spam') spam
('data/085/171', 'ham') ham
('data/085/172', 'ham') ham
('data/085/173', 'spam') spam
('data/085/174', 'spam') spam
('data/085/175', 'spam') spam
('data/085/176', 'spam') spam
('data/085/177', 'spam') spam
('data/085/178', 'ham') ham
('data/085/179', 'spam') spam
('data/085/180', 'spam') spam
('data/085/181', 'ham') ham
('data/085/182', 'spam') spam
('data/085/183', 'spam') spam
('data/085/184', 'spam') spam
('data/085/185', 'spam') spam
('data/085/186', 'ham') ham
('data/085/187', 'ham') ham
('data/085/188', 'spam') spam
('data/085/189', 'ham') ham
('data/085/190', 'ham') ham
('data/085/191', 'ham') ham
('data/085/192', 'ham') ham
('data/085/193', 'ham') ham
('data/085/194', 'spam') spam
('data/085/195', 'spam') spam
('data/085/196', 'spam') spam
('data/085/197', 'spam') spam
('data/085/198', 'spam') spam
('data/085/199', 'spam') spam
('data/085/200', 'spam') spam
('data/085/201', 'ham') ham
('data/085/202', 'spam') spam
('data/085/203', 'spam') spam
('data/085/204', 'spam') spam
('data/085/205', 'spam') spam
('data/085/206', 'spam') spam
('data/085/207', 'spam') spam
('data/085/208', 'spam') spam
('data/085/209', 'spam') spam
('data/085/210', 'spam') spam
('data/085/211', 'spam') spam
('data/085/212', 'spam') spam
('data/085/213', 'spam') spam
('data/085/214', 'ham') ham
('data/085/215', 'ham') ham
('data/085/216', 'ham') ham
('data/085/217', 'ham') ham
('data/085/218', 'spam') spam
('data/085/219', 'ham') ham
('data/085/220', 'spam') spam
('data/085/221', 'spam') spam
('data/085/222', 'spam') spam
('data/085/223', 'spam') spam
('data/085/224', 'ham') ham
('data/085/225', 'spam') spam
('data/085/226', 'ham') ham
('data/085/227', 'spam') spam
('data/085/228', 'spam') spam
('data/085/229', 'spam') ham
('data/085/230', 'spam') spam
('data/085/231', 'spam') spam
('data/085/232', 'spam') spam
('data/085/233', 'spam') spam
('data/085/234', 'spam') spam
('data/085/235', 'spam') spam
('data/085/236', 'ham') ham
('data/085/237', 'spam') spam
('data/085/238', 'spam') spam
('data/085/239', 'spam') spam
('data/085/240', 'spam') spam
('data/085/241', 'spam') spam
('data/085/242', 'spam') spam
('data/085/243', 'spam') ham
('data/085/244', 'spam') spam
('data/085/245', 'spam') spam
('data/085/246', 'spam') spam
('data/085/247', 'ham') ham
('data/085/248', 'spam') spam
('data/085/249', 'ham') ham
('data/085/250', 'ham') ham
('data/085/251', 'ham') ham
('data/085/252', 'ham') ham
('data/085/253', 'ham') ham
('data/085/254', 'spam') spam
('data/085/255', 'ham') ham
('data/085/256', 'spam') spam
('data/085/257', 'ham') ham
('data/085/258', 'ham') ham
('data/085/259', 'spam') spam
('data/085/260', 'spam') spam
('data/085/261', 'ham') ham
('data/085/262', 'ham') ham
('data/085/263', 'ham') ham
('data/085/264', 'ham') ham
('data/085/265', 'ham') ham
('data/085/266', 'spam') spam
('data/085/267', 'spam') spam
('data/085/268', 'spam') spam
('data/085/269', 'ham') ham
('data/085/270', 'ham') ham
('data/085/271', 'ham') ham
('data/085/272', 'ham') ham
('data/085/273', 'ham') ham
('data/085/274', 'ham') ham
('data/085/275', 'spam') spam
('data/085/276', 'spam') spam
('data/085/277', 'ham') ham
('data/085/278', 'ham') ham
('data/085/279', 'spam') spam
('data/085/280', 'spam') spam
('data/085/281', 'spam') spam
('data/085/282', 'spam') spam
('data/085/283', 'ham') ham
('data/085/284', 'spam') spam
('data/085/285', 'spam') spam
('data/085/286', 'spam') spam
('data/085/287', 'spam') spam
('data/085/288', 'spam') ham
('data/085/289', 'ham') ham
('data/085/290', 'ham') ham
('data/085/291', 'spam') spam
('data/085/292', 'spam') spam
('data/085/293', 'spam') spam
('data/085/294', 'spam') spam
('data/085/295', 'ham') ham
('data/085/296', 'spam') ham
('data/085/297', 'ham') ham
('data/085/298', 'ham') ham
('data/085/299', 'spam') spam
('data/086/000', 'spam') spam
('data/086/001', 'spam') spam
('data/086/002', 'spam') spam
('data/086/003', 'ham') ham
('data/086/004', 'spam') spam
('data/086/005', 'spam') spam
('data/086/006', 'ham') ham
('data/086/007', 'spam') ham
('data/086/008', 'spam') spam
('data/086/009', 'ham') ham
('data/086/010', 'spam') spam
('data/086/011', 'spam') spam
('data/086/012', 'spam') spam
('data/086/013', 'spam') spam
('data/086/014', 'spam') ham
('data/086/015', 'spam') spam
('data/086/016', 'spam') spam
('data/086/017', 'spam') spam
('data/086/018', 'spam') spam
('data/086/019', 'ham') ham
('data/086/020', 'spam') spam
('data/086/021', 'spam') spam
('data/086/022', 'spam') spam
('data/086/023', 'ham') ham
('data/086/024', 'spam') spam
('data/086/025', 'ham') ham
('data/086/026', 'spam') spam
('data/086/027', 'ham') ham
('data/086/028', 'spam') spam
('data/086/029', 'spam') spam
('data/086/030', 'spam') spam
('data/086/031', 'ham') ham
('data/086/032', 'spam') spam
('data/086/033', 'spam') ham
('data/086/034', 'spam') spam
('data/086/035', 'spam') spam
('data/086/036', 'spam') spam
('data/086/037', 'ham') ham
('data/086/038', 'ham') ham
('data/086/039', 'spam') spam
('data/086/040', 'ham') ham
('data/086/041', 'ham') ham
('data/086/042', 'spam') spam
('data/086/043', 'spam') spam
('data/086/044', 'ham') ham
('data/086/045', 'ham') ham
('data/086/046', 'spam') spam
('data/086/047', 'spam') spam
('data/086/048', 'spam') spam
('data/086/049', 'spam') spam
('data/086/050', 'spam') spam
('data/086/051', 'ham') ham
('data/086/052', 'spam') spam
('data/086/053', 'ham') ham
('data/086/054', 'spam') spam
('data/086/055', 'spam') spam
('data/086/056', 'spam') spam
('data/086/057', 'spam') ham
('data/086/058', 'spam') spam
('data/086/059', 'ham') ham
('data/086/060', 'ham') ham
('data/086/061', 'spam') spam
('data/086/062', 'ham') ham
('data/086/063', 'ham') ham
('data/086/064', 'spam') spam
('data/086/065', 'spam') ham
('data/086/066', 'ham') ham
('data/086/067', 'spam') spam
('data/086/068', 'spam') ham
('data/086/069', 'spam') ham
('data/086/070', 'spam') spam
('data/086/071', 'spam') spam
('data/086/072', 'spam') spam
('data/086/073', 'spam') spam
('data/086/074', 'spam') spam
('data/086/075', 'spam') spam
('data/086/076', 'spam') ham
('data/086/077', 'spam') spam
('data/086/078', 'spam') spam
('data/086/079', 'ham') ham
('data/086/080', 'ham') ham
('data/086/081', 'ham') ham
('data/086/082', 'ham') ham
('data/086/083', 'ham') ham
('data/086/084', 'spam') spam
('data/086/085', 'spam') spam
('data/086/086', 'spam') spam
('data/086/087', 'ham') ham
('data/086/088', 'ham') ham
('data/086/089', 'spam') spam
('data/086/090', 'spam') ham
('data/086/091', 'spam') spam
('data/086/092', 'spam') spam
('data/086/093', 'spam') spam
('data/086/094', 'spam') spam
('data/086/095', 'spam') spam
('data/086/096', 'spam') spam
('data/086/097', 'spam') spam
('data/086/098', 'spam') spam
('data/086/099', 'spam') spam
('data/086/100', 'spam') ham
('data/086/101', 'ham') ham
('data/086/102', 'ham') ham
('data/086/103', 'spam') spam
('data/086/104', 'spam') spam
('data/086/105', 'ham') ham
('data/086/106', 'ham') ham
('data/086/107', 'spam') spam
('data/086/108', 'spam') spam
('data/086/109', 'spam') spam
('data/086/110', 'spam') ham
('data/086/111', 'ham') ham
('data/086/112', 'spam') spam
('data/086/113', 'spam') spam
('data/086/114', 'spam') spam
('data/086/115', 'ham') ham
('data/086/116', 'ham') ham
('data/086/117', 'ham') spam
('data/086/118', 'ham') ham
('data/086/119', 'ham') ham
('data/086/120', 'spam') spam
('data/086/121', 'spam') spam
('data/086/122', 'spam') spam
('data/086/123', 'ham') ham
('data/086/124', 'spam') ham
('data/086/125', 'spam') spam
('data/086/126', 'spam') spam
('data/086/127', 'ham') ham
('data/086/128', 'spam') spam
('data/086/129', 'spam') spam
('data/086/130', 'spam') spam
('data/086/131', 'spam') spam
('data/086/132', 'spam') spam
('data/086/133', 'spam') ham
('data/086/134', 'spam') ham
('data/086/135', 'ham') ham
('data/086/136', 'ham') ham
('data/086/137', 'ham') ham
('data/086/138', 'spam') ham
('data/086/139', 'spam') spam
('data/086/140', 'ham') ham
('data/086/141', 'ham') ham
('data/086/142', 'spam') spam
('data/086/143', 'ham') ham
('data/086/144', 'ham') ham
('data/086/145', 'spam') spam
('data/086/146', 'spam') spam
('data/086/147', 'ham') ham
('data/086/148', 'ham') ham
('data/086/149', 'spam') spam
('data/086/150', 'spam') spam
('data/086/151', 'ham') ham
('data/086/152', 'spam') spam
('data/086/153', 'spam') spam
('data/086/154', 'spam') spam
('data/086/155', 'spam') spam
('data/086/156', 'ham') ham
('data/086/157', 'spam') spam
('data/086/158', 'spam') spam
('data/086/159', 'spam') ham
('data/086/160', 'ham') ham
('data/086/161', 'ham') ham
('data/086/162', 'ham') ham
('data/086/163', 'ham') ham
('data/086/164', 'spam') spam
('data/086/165', 'spam') spam
('data/086/166', 'spam') spam
('data/086/167', 'spam') spam
('data/086/168', 'spam') spam
('data/086/169', 'spam') spam
('data/086/170', 'spam') spam
('data/086/171', 'spam') spam
('data/086/172', 'spam') spam
('data/086/173', 'spam') spam
('data/086/174', 'spam') spam
('data/086/175', 'spam') spam
('data/086/176', 'spam') spam
('data/086/177', 'spam') spam
('data/086/178', 'spam') spam
('data/086/179', 'spam') spam
('data/086/180', 'spam') spam
('data/086/181', 'ham') ham
('data/086/182', 'ham') ham
('data/086/183', 'ham') ham
('data/086/184', 'spam') spam
('data/086/185', 'ham') ham
('data/086/186', 'ham') ham
('data/086/187', 'ham') ham
('data/086/188', 'ham') ham
('data/086/189', 'spam') spam
('data/086/190', 'spam') spam
('data/086/191', 'spam') spam
('data/086/192', 'spam') ham
('data/086/193', 'ham') ham
('data/086/194', 'ham') ham
('data/086/195', 'spam') ham
('data/086/196', 'ham') ham
('data/086/197', 'ham') ham
('data/086/198', 'spam') spam
('data/086/199', 'spam') spam
('data/086/200', 'ham') ham
('data/086/201', 'spam') spam
('data/086/202', 'ham') ham
('data/086/203', 'spam') spam
('data/086/204', 'spam') ham
('data/086/205', 'spam') spam
('data/086/206', 'ham') ham
('data/086/207', 'spam') spam
('data/086/208', 'spam') spam
('data/086/209', 'spam') spam
('data/086/210', 'ham') ham
('data/086/211', 'ham') ham
('data/086/212', 'ham') ham
('data/086/213', 'ham') ham
('data/086/214', 'ham') ham
('data/086/215', 'spam') spam
('data/086/216', 'ham') ham
('data/086/217', 'ham') ham
('data/086/218', 'spam') spam
('data/086/219', 'spam') spam
('data/086/220', 'ham') ham
('data/086/221', 'spam') spam
('data/086/222', 'ham') ham
('data/086/223', 'spam') spam
('data/086/224', 'ham') ham
('data/086/225', 'spam') spam
('data/086/226', 'ham') ham
('data/086/227', 'ham') ham
('data/086/228', 'spam') ham
('data/086/229', 'spam') spam
('data/086/230', 'spam') spam
('data/086/231', 'spam') ham
('data/086/232', 'spam') spam
('data/086/233', 'spam') spam
('data/086/234', 'spam') spam
('data/086/235', 'spam') spam
('data/086/236', 'spam') spam
('data/086/237', 'spam') spam
('data/086/238', 'spam') spam
('data/086/239', 'spam') spam
('data/086/240', 'spam') spam
('data/086/241', 'spam') ham
('data/086/242', 'spam') spam
('data/086/243', 'spam') ham
('data/086/244', 'spam') ham
('data/086/245', 'ham') ham
('data/086/246', 'ham') ham
('data/086/247', 'spam') spam
('data/086/248', 'spam') spam
('data/086/249', 'spam') spam
('data/086/250', 'spam') spam
('data/086/251', 'ham') ham
('data/086/252', 'spam') spam
('data/086/253', 'ham') ham
('data/086/254', 'ham') ham
('data/086/255', 'ham') ham
('data/086/256', 'ham') ham
('data/086/257', 'spam') spam
('data/086/258', 'ham') spam
('data/086/259', 'spam') spam
('data/086/260', 'spam') spam
('data/086/261', 'spam') spam
('data/086/262', 'spam') spam
('data/086/263', 'spam') spam
('data/086/264', 'ham') ham
('data/086/265', 'ham') ham
('data/086/266', 'spam') ham
('data/086/267', 'ham') ham
('data/086/268', 'ham') ham
('data/086/269', 'ham') ham
('data/086/270', 'ham') ham
('data/086/271', 'spam') ham
('data/086/272', 'ham') ham
('data/086/273', 'spam') spam
('data/086/274', 'spam') spam
('data/086/275', 'ham') ham
('data/086/276', 'spam') spam
('data/086/277', 'ham') ham
('data/086/278', 'spam') ham
('data/086/279', 'spam') spam
('data/086/280', 'spam') spam
('data/086/281', 'spam') spam
('data/086/282', 'spam') spam
('data/086/283', 'spam') spam
('data/086/284', 'spam') spam
('data/086/285', 'spam') spam
('data/086/286', 'spam') spam
('data/086/287', 'spam') spam
('data/086/288', 'spam') spam
('data/086/289', 'spam') spam
('data/086/290', 'spam') spam
('data/086/291', 'spam') spam
('data/086/292', 'ham') ham
('data/086/293', 'spam') spam
('data/086/294', 'ham') ham
('data/086/295', 'ham') ham
('data/086/296', 'spam') spam
('data/086/297', 'ham') ham
('data/086/298', 'ham') spam
('data/086/299', 'spam') spam
('data/087/000', 'spam') spam
('data/087/001', 'ham') ham
('data/087/002', 'spam') spam
('data/087/003', 'spam') spam
('data/087/004', 'spam') spam
('data/087/005', 'spam') spam
('data/087/006', 'spam') spam
('data/087/007', 'spam') spam
('data/087/008', 'spam') spam
('data/087/009', 'spam') spam
('data/087/010', 'spam') spam
('data/087/011', 'spam') spam
('data/087/012', 'spam') spam
('data/087/013', 'spam') spam
('data/087/014', 'spam') spam
('data/087/015', 'spam') spam
('data/087/016', 'spam') spam
('data/087/017', 'spam') spam
('data/087/018', 'ham') ham
('data/087/019', 'spam') spam
('data/087/020', 'spam') spam
('data/087/021', 'ham') ham
('data/087/022', 'ham') ham
('data/087/023', 'ham') ham
('data/087/024', 'ham') ham
('data/087/025', 'ham') ham
('data/087/026', 'ham') ham
('data/087/027', 'spam') spam
('data/087/028', 'ham') ham
('data/087/029', 'spam') spam
('data/087/030', 'spam') spam
('data/087/031', 'ham') ham
('data/087/032', 'spam') spam
('data/087/033', 'spam') spam
('data/087/034', 'spam') ham
('data/087/035', 'spam') ham
('data/087/036', 'spam') spam
('data/087/037', 'spam') spam
('data/087/038', 'spam') spam
('data/087/039', 'spam') spam
('data/087/040', 'spam') spam
('data/087/041', 'ham') ham
('data/087/042', 'spam') spam
('data/087/043', 'ham') ham
('data/087/044', 'ham') ham
('data/087/045', 'ham') ham
('data/087/046', 'ham') ham
('data/087/047', 'ham') ham
('data/087/048', 'ham') ham
('data/087/049', 'spam') spam
('data/087/050', 'spam') spam
('data/087/051', 'spam') spam
('data/087/052', 'spam') spam
('data/087/053', 'ham') ham
('data/087/054', 'spam') spam
('data/087/055', 'spam') ham
('data/087/056', 'ham') ham
('data/087/057', 'ham') ham
('data/087/058', 'spam') spam
('data/087/059', 'spam') ham
('data/087/060', 'spam') spam
('data/087/061', 'ham') ham
('data/087/062', 'ham') ham
('data/087/063', 'spam') spam
('data/087/064', 'spam') spam
('data/087/065', 'ham') ham
('data/087/066', 'ham') ham
('data/087/067', 'ham') ham
('data/087/068', 'ham') ham
('data/087/069', 'spam') spam
('data/087/070', 'ham') ham
('data/087/071', 'spam') spam
('data/087/072', 'spam') spam
('data/087/073', 'ham') ham
('data/087/074', 'ham') ham
('data/087/075', 'ham') ham
('data/087/076', 'ham') ham
('data/087/077', 'spam') spam
('data/087/078', 'spam') spam
('data/087/079', 'spam') spam
('data/087/080', 'spam') spam
('data/087/081', 'ham') ham
('data/087/082', 'ham') ham
('data/087/083', 'spam') spam
('data/087/084', 'ham') ham
('data/087/085', 'spam') spam
('data/087/086', 'spam') ham
('data/087/087', 'ham') ham
('data/087/088', 'ham') ham
('data/087/089', 'ham') ham
('data/087/090', 'ham') ham
('data/087/091', 'spam') spam
('data/087/092', 'ham') ham
('data/087/093', 'ham') ham
('data/087/094', 'spam') spam
('data/087/095', 'spam') spam
('data/087/096', 'ham') ham
('data/087/097', 'ham') ham
('data/087/098', 'ham') ham
('data/087/099', 'spam') spam
('data/087/100', 'spam') spam
('data/087/101', 'spam') spam
('data/087/102', 'spam') spam
('data/087/103', 'spam') spam
('data/087/104', 'spam') spam
('data/087/105', 'spam') ham
('data/087/106', 'spam') spam
('data/087/107', 'ham') ham
('data/087/108', 'spam') spam
('data/087/109', 'ham') ham
('data/087/110', 'spam') spam
('data/087/111', 'spam') spam
('data/087/112', 'spam') ham
('data/087/113', 'spam') spam
('data/087/114', 'ham') ham
('data/087/115', 'spam') spam
('data/087/116', 'spam') spam
('data/087/117', 'ham') ham
('data/087/118', 'spam') spam
('data/087/119', 'spam') spam
('data/087/120', 'spam') ham
('data/087/121', 'spam') spam
('data/087/122', 'spam') spam
('data/087/123', 'spam') spam
('data/087/124', 'spam') spam
('data/087/125', 'spam') spam
('data/087/126', 'spam') ham
('data/087/127', 'ham') ham
('data/087/128', 'ham') ham
('data/087/129', 'spam') ham
('data/087/130', 'ham') ham
('data/087/131', 'ham') ham
('data/087/132', 'ham') ham
('data/087/133', 'spam') spam
('data/087/134', 'ham') ham
('data/087/135', 'spam') spam
('data/087/136', 'spam') spam
('data/087/137', 'spam') spam
('data/087/138', 'spam') ham
('data/087/139', 'spam') spam
('data/087/140', 'spam') spam
('data/087/141', 'spam') spam
('data/087/142', 'spam') spam
('data/087/143', 'spam') spam
('data/087/144', 'spam') spam
('data/087/145', 'spam') spam
('data/087/146', 'spam') spam
('data/087/147', 'spam') ham
('data/087/148', 'ham') ham
('data/087/149', 'spam') spam
('data/087/150', 'ham') ham
('data/087/151', 'ham') ham
('data/087/152', 'spam') spam
('data/087/153', 'spam') spam
('data/087/154', 'ham') ham
('data/087/155', 'ham') ham
('data/087/156', 'ham') ham
('data/087/157', 'spam') spam
('data/087/158', 'ham') ham
('data/087/159', 'ham') ham
('data/087/160', 'ham') ham
('data/087/161', 'ham') ham
('data/087/162', 'ham') ham
('data/087/163', 'ham') ham
('data/087/164', 'spam') spam
('data/087/165', 'spam') spam
('data/087/166', 'spam') spam
('data/087/167', 'spam') spam
('data/087/168', 'spam') spam
('data/087/169', 'spam') spam
('data/087/170', 'spam') spam
('data/087/171', 'spam') spam
('data/087/172', 'spam') spam
('data/087/173', 'spam') spam
('data/087/174', 'spam') spam
('data/087/175', 'spam') ham
('data/087/176', 'spam') spam
('data/087/177', 'spam') spam
('data/087/178', 'spam') spam
('data/087/179', 'spam') spam
('data/087/180', 'spam') spam
('data/087/181', 'spam') ham
('data/087/182', 'spam') spam
('data/087/183', 'spam') spam
('data/087/184', 'spam') spam
('data/087/185', 'spam') spam
('data/087/186', 'ham') ham
('data/087/187', 'ham') ham
('data/087/188', 'spam') spam
('data/087/189', 'ham') ham
('data/087/190', 'spam') spam
('data/087/191', 'spam') spam
('data/087/192', 'spam') spam
('data/087/193', 'spam') spam
('data/087/194', 'spam') ham
('data/087/195', 'spam') ham
('data/087/196', 'spam') spam
('data/087/197', 'spam') spam
('data/087/198', 'ham') spam
('data/087/199', 'spam') spam
('data/087/200', 'spam') spam
('data/087/201', 'ham') ham
('data/087/202', 'spam') spam
('data/087/203', 'ham') ham
('data/087/204', 'spam') spam
('data/087/205', 'spam') spam
('data/087/206', 'spam') spam
('data/087/207', 'spam') ham
('data/087/208', 'spam') spam
('data/087/209', 'spam') spam
('data/087/210', 'spam') spam
('data/087/211', 'spam') spam
('data/087/212', 'spam') spam
('data/087/213', 'spam') spam
('data/087/214', 'spam') spam
('data/087/215', 'ham') spam
('data/087/216', 'spam') spam
('data/087/217', 'ham') ham
('data/087/218', 'ham') spam
('data/087/219', 'spam') spam
('data/087/220', 'ham') ham
('data/087/221', 'spam') spam
('data/087/222', 'spam') spam
('data/087/223', 'ham') ham
('data/087/224', 'ham') ham
('data/087/225', 'ham') ham
('data/087/226', 'spam') spam
('data/087/227', 'spam') spam
('data/087/228', 'spam') ham
('data/087/229', 'spam') spam
('data/087/230', 'ham') ham
('data/087/231', 'ham') ham
('data/087/232', 'ham') ham
('data/087/233', 'spam') spam
('data/087/234', 'spam') spam
('data/087/235', 'spam') spam
('data/087/236', 'spam') spam
('data/087/237', 'spam') spam
('data/087/238', 'spam') spam
('data/087/239', 'ham') ham
('data/087/240', 'ham') ham
('data/087/241', 'spam') spam
('data/087/242', 'ham') ham
('data/087/243', 'spam') spam
('data/087/244', 'spam') spam
('data/087/245', 'spam') ham
('data/087/246', 'spam') spam
('data/087/247', 'spam') ham
('data/087/248', 'ham') ham
('data/087/249', 'spam') spam
('data/087/250', 'spam') spam
('data/087/251', 'spam') spam
('data/087/252', 'spam') spam
('data/087/253', 'spam') ham
('data/087/254', 'ham') ham
('data/087/255', 'spam') spam
('data/087/256', 'spam') ham
('data/087/257', 'spam') spam
('data/087/258', 'spam') ham
('data/087/259', 'spam') spam
('data/087/260', 'ham') ham
('data/087/261', 'ham') ham
('data/087/262', 'ham') ham
('data/087/263', 'ham') ham
('data/087/264', 'spam') spam
('data/087/265', 'spam') ham
('data/087/266', 'ham') ham
('data/087/267', 'ham') ham
('data/087/268', 'ham') ham
('data/087/269', 'spam') spam
('data/087/270', 'ham') spam
('data/087/271', 'ham') ham
('data/087/272', 'spam') spam
('data/087/273', 'spam') spam
('data/087/274', 'spam') spam
('data/087/275', 'ham') ham
('data/087/276', 'ham') ham
('data/087/277', 'spam') spam
('data/087/278', 'spam') spam
('data/087/279', 'spam') ham
('data/087/280', 'spam') spam
('data/087/281', 'spam') spam
('data/087/282', 'spam') spam
('data/087/283', 'spam') spam
('data/087/284', 'spam') spam
('data/087/285', 'spam') spam
('data/087/286', 'ham') spam
('data/087/287', 'spam') ham
('data/087/288', 'spam') spam
('data/087/289', 'spam') spam
('data/087/290', 'spam') spam
('data/087/291', 'ham') ham
('data/087/292', 'ham') ham
('data/087/293', 'spam') spam
('data/087/294', 'spam') spam
('data/087/295', 'spam') spam
('data/087/296', 'spam') spam
('data/087/297', 'spam') spam
('data/087/298', 'spam') spam
('data/087/299', 'ham') ham
('data/088/000', 'spam') spam
('data/088/001', 'spam') spam
('data/088/002', 'spam') ham
('data/088/003', 'spam') spam
('data/088/004', 'spam') spam
('data/088/005', 'spam') spam
('data/088/006', 'spam') ham
('data/088/007', 'spam') spam
('data/088/008', 'spam') ham
('data/088/009', 'spam') spam
('data/088/010', 'spam') spam
('data/088/011', 'spam') spam
('data/088/012', 'spam') spam
('data/088/013', 'spam') spam
('data/088/014', 'spam') spam
('data/088/015', 'spam') spam
('data/088/016', 'spam') spam
('data/088/017', 'spam') spam
('data/088/018', 'spam') spam
('data/088/019', 'ham') ham
('data/088/020', 'ham') spam
('data/088/021', 'ham') spam
('data/088/022', 'spam') spam
('data/088/023', 'ham') ham
('data/088/024', 'spam') spam
('data/088/025', 'ham') ham
('data/088/026', 'ham') ham
('data/088/027', 'spam') spam
('data/088/028', 'spam') spam
('data/088/029', 'spam') spam
('data/088/030', 'spam') spam
('data/088/031', 'spam') spam
('data/088/032', 'ham') ham
('data/088/033', 'ham') ham
('data/088/034', 'spam') spam
('data/088/035', 'spam') spam
('data/088/036', 'ham') ham
('data/088/037', 'ham') ham
('data/088/038', 'spam') spam
('data/088/039', 'spam') spam
('data/088/040', 'spam') spam
('data/088/041', 'ham') ham
('data/088/042', 'ham') ham
('data/088/043', 'spam') spam
('data/088/044', 'spam') spam
('data/088/045', 'spam') spam
('data/088/046', 'ham') ham
('data/088/047', 'ham') ham
('data/088/048', 'ham') ham
('data/088/049', 'ham') ham
('data/088/050', 'ham') ham
('data/088/051', 'spam') spam
('data/088/052', 'spam') spam
('data/088/053', 'ham') ham
('data/088/054', 'spam') spam
('data/088/055', 'ham') ham
('data/088/056', 'spam') ham
('data/088/057', 'ham') ham
('data/088/058', 'spam') spam
('data/088/059', 'ham') ham
('data/088/060', 'ham') ham
('data/088/061', 'ham') ham
('data/088/062', 'spam') spam
('data/088/063', 'spam') spam
('data/088/064', 'ham') spam
('data/088/065', 'ham') ham
('data/088/066', 'ham') ham
('data/088/067', 'ham') spam
('data/088/068', 'spam') spam
('data/088/069', 'ham') ham
('data/088/070', 'ham') ham
('data/088/071', 'ham') ham
('data/088/072', 'spam') spam
('data/088/073', 'spam') ham
('data/088/074', 'ham') ham
('data/088/075', 'ham') ham
('data/088/076', 'ham') ham
('data/088/077', 'spam') spam
('data/088/078', 'spam') spam
('data/088/079', 'ham') ham
('data/088/080', 'spam') ham
('data/088/081', 'ham') ham
('data/088/082', 'ham') ham
('data/088/083', 'spam') spam
('data/088/084', 'spam') spam
('data/088/085', 'spam') spam
('data/088/086', 'spam') spam
('data/088/087', 'spam') spam
('data/088/088', 'spam') spam
('data/088/089', 'spam') spam
('data/088/090', 'spam') spam
('data/088/091', 'spam') spam
('data/088/092', 'spam') spam
('data/088/093', 'spam') spam
('data/088/094', 'ham') ham
('data/088/095', 'spam') spam
('data/088/096', 'spam') spam
('data/088/097', 'spam') spam
('data/088/098', 'spam') spam
('data/088/099', 'spam') spam
('data/088/100', 'spam') spam
